product_id,version,image_path,thisN,thisTrialN,thisRepN,ratingSlider.response,ratingSlider.rt,ratingMouse.x,ratingMouse.y,ratingMouse.leftButton,ratingMouse.midButton,ratingMouse.rightButton,ratingMouse.time,memoryKey.keys,memoryKey.rt,memoryKey.duration,main_loop.thisRepN,main_loop.thisTrialN,main_loop.thisN,main_loop.thisIndex,thisRow.t,notes,Welcome.started,text_welcome.started,key_resp.started,Welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions.started,text_instructions.started,key_resp_instructions.started,instructions.stopped,key_resp_instructions.keys,key_resp_instructions.rt,key_resp_instructions.duration,setOrder.started,setOrder.stopped,fixation.started,text_fixation.started,fixation.stopped,ratingTrial.started,productImage.started,questionText.started,ratingValueText.started,ratingSlider.started,sliderCover.started,ratingMouse.started,leftAnchor.started,rightAnchor.started,warningText.started,ratingTrial.stopped,liking,liking_initMouse,liking_RT,taste,taste_initMouse,taste_RT,health,health_initMouse,health_RT,main_loop.ratingSlider.response,main_loop.ratingSlider.rt,main_loop.ratingMouse.x,main_loop.ratingMouse.y,main_loop.ratingMouse.leftButton,main_loop.ratingMouse.midButton,main_loop.ratingMouse.rightButton,main_loop.ratingMouse.time,memory_count_now,memory_target_now,memoryTrial.started,memoryTrial.stopped,memory_correct_product,memory_chosen,memory_accuracy,memory_RT,main_loop.memoryKey.keys,text_fixation.stopped,memoryQuestion.started,opt1Text.started,opt2Text.started,opt3Text.started,memoryKey.started,main_loop.memoryKey.rt,main_loop.memoryKey.duration,thanks.started,endText.started,endKey.started,thanks.stopped,endKey.keys,endKey.rt,endKey.duration,participant_ID,age,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,0.010286416999861103,0.0325572919998649,0.0325572919998649,0.9168542919999254,space,0.446064750000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tu,3,2026-03-16_11h26.38.370,products_online,,2025.1.1,120.39175573631358,2026-03-16 11h26.53.527878 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.916911583000001,0.9289175829999294,0.9289175829999294,3.7105558749999545,space,2.778160584000034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tu,3,2026-03-16_11h26.38.370,products_online,,2025.1.1,120.39175573631358,2026-03-16 11h26.53.527878 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7497132500000134,3.7497349169998415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tu,3,2026-03-16_11h26.38.370,products_online,,2025.1.1,120.39175573631358,2026-03-16 11h26.53.527878 +0200,
Slimdelis,taste,taste&health/Slimdelis_taste.png,0,0,0,None,None,"[np.float64(-0.017777777777777778), np.float64(0.18777777777777777), np.float64(-0.26666666666666666)]","[np.float64(-0.32555555555555554), np.float64(-0.31777777777777777), np.float64(-0.31555555555555553)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.071120874999906, 9.174110790999976, 11.365949]",None,,,0,0,0,0,3.777338749999899,,,,,,,,,,,,,,,,,,3.7569726669999,3.777338749999899,4.258746541999926,4.341238917000055,4.451808957999901,4.451808957999901,4.451808957999901,14.084857874999898,4.451808957999901,0.09153687499997432,4.451808957999901,4.451808957999901,4.451808957999901,15.71166770800005,5.3,6.8,1.5789523339999505,0.9,0.2,1.652075792000005,3.3,5.9,7.124991582999883,None,None,"[np.float64(-0.017777777777777778), np.float64(0.18777777777777777), np.float64(-0.26666666666666666)]","[np.float64(-0.32555555555555554), np.float64(-0.31777777777777777), np.float64(-0.31555555555555553)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.071120874999906, 9.174110790999976, 11.365949]",,,15.711934208000002,15.711977499999875,,,,,None,,,,,,,,,,,,,,,,tu,3,2026-03-16_11h26.38.370,products_online,,2025.1.1,120.39175573631358,2026-03-16 11h26.53.527878 +0200,
Allin,original,taste&health/Allin_original.png,1,1,0,None,None,"[np.float64(0.34555555555555556), np.float64(0.18333333333333332), np.float64(-0.20666666666666667)]","[np.float64(-0.3233333333333333), np.float64(-0.33), np.float64(-0.33)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.0463890000000902, 1.9539741250000588, 2.8435726250002062]",None,,,0,1,1,1,15.717015666999941,,,,,,,,,,,,,,,,,,15.712124874999972,15.717015666999941,16.20931937499995,16.262586332999945,16.28620145800005,16.28620145800005,16.28620145800005,18.77910708299987,16.28620145800005,0.050622791000023426,16.28620145800005,16.28620145800005,16.28620145800005,19.10767041700001,5.3,5.3,0.36766933299986704,1.5,1.5,0.35350925000011557,6.9,6.7,1.084986125000114,None,None,"[np.float64(0.34555555555555556), np.float64(0.18333333333333332), np.float64(-0.20666666666666667)]","[np.float64(-0.3233333333333333), np.float64(-0.33), np.float64(-0.33)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.0463890000000902, 1.9539741250000588, 2.8435726250002062]",,,19.107864082999868,19.10790075,,,,,None,16.28620145800005,,,,,,,,,,,,,,,tu,3,2026-03-16_11h26.38.370,products_online,,2025.1.1,120.39175573631358,2026-03-16 11h26.53.527878 +0200,
XL,original,taste&health/XL_original.png,2,2,0,None,None,"[np.float64(0.025555555555555557), np.float64(0.31), np.float64(0.058888888888888886)]","[np.float64(-0.33), np.float64(-0.33), np.float64(-0.33111111111111113)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.3858870830001706, 1.058220750000146, 1.8861738330001572]",None,,,0,2,2,2,19.112877916999878,,,,,,,,,,,,,,,,,,19.108025416999908,19.112877916999878,19.59911045800004,19.656080957999848,19.682502957999986,19.682502957999986,19.682502957999986,21.268895541999882,19.682502957999986,0.048199000000067826,19.682502957999986,19.682502957999986,19.682502957999986,21.546415582999998,6.5,6.5,0.13636670799996864,3.7,3.8,0.4375294579999718,4.1,4.1,0.30260375000011663,None,None,"[np.float64(0.025555555555555557), np.float64(0.31), np.float64(0.058888888888888886)]","[np.float64(-0.33), np.float64(-0.33), np.float64(-0.33111111111111113)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.3858870830001706, 1.058220750000146, 1.8861738330001572]",,,21.54660104200002,21.546637916999998,,,,,None,19.682502957999986,,,,,,,,,,,,,,,tu,3,2026-03-16_11h26.38.370,products_online,,2025.1.1,120.39175573631358,2026-03-16 11h26.53.527878 +0200,
Slimdelis,original,taste&health/Slimdelis_original.png,3,3,0,None,None,"[np.float64(-0.22444444444444445), np.float64(0.31222222222222223), np.float64(-0.24222222222222223)]","[np.float64(-0.33111111111111113), np.float64(-0.33), np.float64(-0.33)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.44084233300009146, 1.2456607080000595, 1.8900003749999996]",None,,,0,3,3,3,21.551649792000035,,,,,,,,,,,,,,,,,,21.54676399999994,21.551649792000035,22.042981291999922,22.09666854199986,22.12014875,22.12014875,22.12014875,23.910120374999906,22.12014875,0.050050707999844235,22.12014875,22.12014875,22.12014875,23.98818195800004,6.5,6.5,0.28048212499993497,1.1,1.1,0.10257200000000921,1.3,1.3,0.4858937080000487,None,None,"[np.float64(-0.22444444444444445), np.float64(0.31222222222222223), np.float64(-0.24222222222222223)]","[np.float64(-0.33111111111111113), np.float64(-0.33), np.float64(-0.33)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.44084233300009146, 1.2456607080000595, 1.8900003749999996]",,,23.988373707999926,23.98841179199985,,,,,None,22.12014875,,,,,,,,,,,,,,,tu,3,2026-03-16_11h26.38.370,products_online,,2025.1.1,120.39175573631358,2026-03-16 11h26.53.527878 +0200,
WaffleCrisp,original,taste&health/WaffleCrisp_original.png,4,4,0,None,None,"[np.float64(0.27444444444444444), np.float64(-0.31333333333333335), np.float64(0.2011111111111111)]","[np.float64(-0.33111111111111113), np.float64(-0.33111111111111113), np.float64(-0.33111111111111113)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.47361637500011966, 1.9147887090000495, 3.8263851250001153]",None,,,0,4,4,4,24.008693499999936,,,,,,,,,,,,,,,,,,23.988540291999925,24.008693499999936,24.49303583300002,24.53819374999989,24.562913582999954,24.562913582999954,24.562913582999954,27.00522229199987,24.562913582999954,0.04980370899988884,24.562913582999954,24.562913582999954,24.562913582999954,28.366184457999907,6.2,6.2,0.5075687090002248,0.5,0.5,0.9120170829999097,5.5,5.5,1.3859091249998983,None,None,"[np.float64(0.27444444444444444), np.float64(-0.31333333333333335), np.float64(0.2011111111111111)]","[np.float64(-0.33111111111111113), np.float64(-0.33111111111111113), np.float64(-0.33111111111111113)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.47361637500011966, 1.9147887090000495, 3.8263851250001153]",,,28.366377457999988,28.36641624999993,,,,,None,,,,,,,,,,,,,,,,tu,3,2026-03-16_11h26.38.370,products_online,,2025.1.1,120.39175573631358,2026-03-16 11h26.53.527878 +0200,
Tamar,taste,taste&health/Tamar_taste.png,5,5,0,None,None,"[np.float64(-0.2111111111111111), np.float64(-0.3111111111111111), np.float64(0.10111111111111111)]","[np.float64(-0.33111111111111113), np.float64(-0.33111111111111113), np.float64(-0.33111111111111113)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.6051235410000118, 1.520298165999975, 2.930714165999916]",None,,,0,5,5,5,28.376686000000063,,,,,,,,,,,,,,,,,,28.366544750000003,28.376686000000063,28.859863082999937,28.91283558300006,28.939388249999865,28.939388249999865,28.939388249999865,30.988862791999964,28.939388249999865,0.04643912500000624,28.939388249999865,28.939388249999865,28.939388249999865,31.847770082999887,4.5,4.5,0.8835797499998534,1.4,1.5,0.6466827079998438,0.5,0.5,0.3737157919999845,None,None,"[np.float64(-0.2111111111111111), np.float64(-0.3111111111111111), np.float64(0.10111111111111111)]","[np.float64(-0.33111111111111113), np.float64(-0.33111111111111113), np.float64(-0.33111111111111113)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.6051235410000118, 1.520298165999975, 2.930714165999916]",,,31.847961666999936,31.84800029200005,,,,,None,28.939388249999865,,,,,,,,,,,,,,,tu,3,2026-03-16_11h26.38.370,products_online,,2025.1.1,120.39175573631358,2026-03-16 11h26.53.527878 +0200,
Tapuchips,original,taste&health/Tapuchips_original.png,6,6,0,None,None,"[np.float64(-0.11555555555555555), np.float64(0.06555555555555556), np.float64(-0.19111111111111112)]","[np.float64(-0.33), np.float64(-0.33111111111111113), np.float64(-0.33111111111111113)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.3334316670000135, 1.1444766249999248, 2.061909000000014]",None,,,0,6,6,6,31.8600735,,,,,,,,,,,,,,,,,,31.84812629199996,31.8600735,32.343341708000025,32.404552083,32.42896516699989,32.42896516699989,32.42896516699989,34.116141999999854,32.42896516699989,0.056572374999859676,32.42896516699989,32.42896516699989,32.42896516699989,34.46796762500003,1.6,1.6,0.3766892920000373,4.1,4.1,0.26971383299996887,2.4,2.4,0.3781237079999755,None,None,"[np.float64(-0.11555555555555555), np.float64(0.06555555555555556), np.float64(-0.19111111111111112)]","[np.float64(-0.33), np.float64(-0.33111111111111113), np.float64(-0.33111111111111113)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.3334316670000135, 1.1444766249999248, 2.061909000000014]",1,2,34.46818695799993,34.46822524999993,,,,,None,32.42896516699989,,,,,,,,,,,,,,,tu,3,2026-03-16_11h26.38.370,products_online,,2025.1.1,120.39175573631358,2026-03-16 11h26.53.527878 +0200,
